round,pick,combineId
8.0,215,10253.0
8.0,216,
8.0,217,
8.0,218,10044.0
8.0,219,
8.0,220,
8.0,221,
8.0,222,10157.0
8.0,223,10124.0
9.0,224,10007.0
9.0,225,
9.0,226,
9.0,227,10149.0
9.0,228,
9.0,229,
9.0,230,
9.0,231,
9.0,232,
9.0,233,10045.0
9.0,234,
9.0,235,10026.0
9.0,236,
9.0,237,10184.0
9.0,238,10061.0
9.0,239,10122.0
9.0,240,10090.0
9.0,241,10150.0
9.0,242,
9.0,243,
9.0,244,
9.0,245,
9.0,246,10050.0
9.0,247,10176.0
9.0,248,10115.0
9.0,249,10095.0
9.0,250,10186.0
9.0,251,
10.0,252,10212.0
10.0,253,10080.0
10.0,254,
10.0,255,10139.0
10.0,256,10006.0
10.0,257,
10.0,258,10059.0
10.0,259,
10.0,260,
10.0,261,10101.0
10.0,262,10121.0
10.0,263,10042.0
10.0,264,10193.0
10.0,265,10077.0
10.0,266,
10.0,267,10201.0
10.0,268,
10.0,269,10146.0
10.0,270,
10.0,271,
10.0,272,
10.0,273,
10.0,274,
10.0,275,
10.0,276,10259.0
10.0,277,10041.0
10.0,278,
10.0,279,10068.0
11.0,280,
11.0,281,
11.0,282,10207.0
11.0,283,
11.0,284,
11.0,285,10179.0
11.0,286,10216.0
11.0,287,10051.0
11.0,288,
11.0,289,
11.0,290,10248.0
11.0,291,10246.0
11.0,292,
11.0,293,
11.0,294,
11.0,295,
11.0,296,10247.0
11.0,297,10175.0
11.0,298,10197.0
11.0,299,
11.0,300,
11.0,301,10168.0
11.0,302,10195.0
11.0,303,
11.0,304,
11.0,305,10116.0
11.0,306,
11.0,307,
12.0,308,
12.0,309,
12.0,310,10085.0
12.0,311,
12.0,312,
12.0,313,10211.0
12.0,314,
12.0,315,10132.0
12.0,316,10159.0
12.0,317,10265.0
12.0,318,
12.0,319,10224.0
12.0,320,
12.0,321,
12.0,322,
12.0,323,
12.0,324,10037.0
12.0,325,10104.0
12.0,326,
12.0,327,10191.0
12.0,328,10102.0
12.0,329,
12.0,330,
12.0,331,
12.0,332,
12.0,333,
12.0,334,
12.0,335,
1.0,1,
1.0,2,10532.0
1.0,3,10288.0
1.0,4,10380.0
1.0,5,10338.0
1.0,6,10297.0
1.0,7,10526.0
1.0,8,10302.0
1.0,9,10453.0
1.0,10,10465.0
1.0,11,
1.0,12,10387.0
1.0,13,10411.0
1.0,14,10378.0
1.0,15,10462.0
1.0,16,10438.0
1.0,17,10535.0
1.0,18,
1.0,19,10452.0
1.0,20,10322.0
1.0,21,10312.0
1.0,22,10566.0
1.0,23,10469.0
1.0,24,
1.0,25,10329.0
1.0,26,
1.0,27,10330.0
2.0,28,10321.0
2.0,29,10534.0
2.0,30,10271.0
2.0,31,10582.0
2.0,32,10308.0
2.0,33,10540.0
2.0,34,10489.0
2.0,35,10472.0
2.0,36,10349.0
2.0,37,10576.0
2.0,38,10414.0
2.0,39,10400.0
2.0,40,10548.0
2.0,41,10476.0
2.0,42,10574.0
2.0,43,10298.0
2.0,44,10331.0
2.0,45,10494.0
2.0,46,10275.0
2.0,47,10538.0
2.0,48,10425.0
2.0,49,10289.0
2.0,50,
2.0,51,10421.0
2.0,52,10493.0
2.0,53,10543.0
2.0,54,10348.0
2.0,55,10445.0
3.0,56,10394.0
3.0,57,10559.0
3.0,58,
3.0,59,10502.0
3.0,60,10346.0
3.0,61,10583.0
3.0,62,10567.0
3.0,63,10459.0
3.0,64,10488.0
3.0,65,10357.0
3.0,66,10481.0
3.0,67,10407.0
3.0,68,10552.0
3.0,69,10509.0
3.0,70,10440.0
3.0,71,10474.0
3.0,72,
3.0,73,10347.0
3.0,74,
3.0,75,
3.0,76,10310.0
3.0,77,10558.0
3.0,78,
3.0,79,10381.0
3.0,80,10515.0
3.0,81,10536.0
3.0,82,10499.0
4.0,83,10375.0
4.0,84,10377.0
4.0,85,10569.0
4.0,86,10300.0
4.0,87,10374.0
4.0,88,10505.0
4.0,89,10309.0
4.0,90,10517.0
4.0,91,
4.0,92,10527.0
4.0,93,10525.0
4.0,94,10571.0
4.0,95,10293.0
4.0,96,10274.0
4.0,97,
4.0,98,10513.0
4.0,99,10416.0
4.0,100,10369.0
4.0,101,10385.0
4.0,102,
4.0,103,
4.0,104,10278.0
4.0,105,10550.0
4.0,106,10305.0
4.0,107,
4.0,108,10430.0
4.0,109,10467.0
5.0,110,
5.0,111,10276.0
5.0,112,10521.0
5.0,113,10404.0
5.0,114,10564.0
5.0,115,10581.0
5.0,116,10507.0
5.0,117,10333.0
5.0,118,10307.0
5.0,119,10580.0
5.0,120,10366.0
5.0,121,
5.0,122,10352.0
5.0,123,10364.0
5.0,124,10363.0
5.0,125,10337.0
5.0,126,10547.0
5.0,127,
5.0,128,
5.0,129,10281.0
5.0,130,10555.0
5.0,131,
5.0,132,
5.0,133,10420.0
5.0,134,10544.0
5.0,135,
5.0,136,10351.0
5.0,137,10561.0
6.0,138,10546.0
6.0,139,10520.0
6.0,140,
6.0,141,10415.0
6.0,142,10485.0
6.0,143,10376.0
6.0,144,10396.0
6.0,145,10403.0
6.0,146,10361.0
6.0,147,10424.0
6.0,148,10498.0
6.0,149,10460.0
6.0,150,
6.0,151,
6.0,152,
6.0,153,
6.0,154,10419.0
6.0,155,10577.0
6.0,156,10318.0
6.0,157,
6.0,158,
6.0,159,10406.0
6.0,160,
6.0,161,10537.0
6.0,162,10528.0
6.0,163,
6.0,164,10565.0
6.0,165,10434.0
7.0,166,10388.0
7.0,167,
7.0,168,10516.0
7.0,169,10413.0
7.0,170,
7.0,171,10326.0
7.0,172,10490.0
7.0,173,10512.0
7.0,174,
7.0,175,10492.0
7.0,176,10568.0
7.0,177,10291.0
7.0,178,
7.0,179,10423.0
7.0,180,10285.0
7.0,181,10554.0
7.0,182,10587.0
7.0,183,10283.0
7.0,184,10584.0
7.0,185,
7.0,186,
7.0,187,
7.0,188,
7.0,189,10510.0
7.0,190,10358.0
7.0,191,
7.0,192,10359.0
7.0,193,10393.0
8.0,194,10295.0
8.0,195,
8.0,196,
8.0,197,10514.0
8.0,198,
8.0,199,10270.0
8.0,200,10316.0
8.0,201,10360.0
8.0,202,
8.0,203,10471.0
8.0,204,10383.0
8.0,205,10395.0
8.0,206,10466.0
8.0,207,
8.0,208,10542.0
8.0,209,10473.0
8.0,210,
8.0,211,10399.0
8.0,212,10367.0
8.0,213,
8.0,214,10556.0
8.0,215,10553.0
8.0,216,10287.0
8.0,217,10508.0
8.0,218,10334.0
8.0,219,10315.0
8.0,220,10313.0
8.0,221,10454.0
9.0,222,10503.0
9.0,223,
9.0,224,10267.0
9.0,225,10328.0
9.0,226,10563.0
9.0,227,10560.0
9.0,228,
9.0,229,
9.0,230,
9.0,231,
9.0,232,10284.0
9.0,233,10336.0
9.0,234,10409.0
9.0,235,
9.0,236,10443.0
9.0,237,10455.0
9.0,238,
9.0,239,10325.0
9.0,240,
9.0,241,
9.0,242,
9.0,243,
9.0,244,10320.0
9.0,245,10447.0
9.0,246,10478.0
9.0,247,
9.0,248,10354.0
9.0,249,
10.0,250,
10.0,251,10368.0
10.0,252,
10.0,253,
10.0,254,
10.0,255,
10.0,256,
10.0,257,10290.0
10.0,258,
10.0,259,
10.0,260,10522.0
10.0,261,
10.0,262,10450.0
10.0,263,10484.0
10.0,264,10382.0
10.0,265,10572.0
10.0,266,10410.0
10.0,267,10446.0
10.0,268,10573.0
10.0,269,10422.0
10.0,270,10273.0
10.0,271,
10.0,272,
10.0,273,10501.0
10.0,274,10519.0
10.0,275,
10.0,276,
10.0,277,
11.0,278,10463.0
11.0,279,
11.0,280,
11.0,281,10451.0
11.0,282,10458.0
11.0,283,
11.0,284,10457.0
11.0,285,
11.0,286,
11.0,287,
11.0,288,
11.0,289,10327.0
11.0,290,
11.0,291,
11.0,292,
11.0,293,10398.0
11.0,294,10272.0
11.0,295,
11.0,296,
11.0,297,
11.0,298,
11.0,299,
11.0,300,
11.0,301,
11.0,302,
11.0,303,
11.0,304,10303.0
11.0,305,10436.0
12.0,306,
12.0,307,
12.0,308,
12.0,309,10341.0
12.0,310,10428.0
12.0,311,10439.0
12.0,312,
12.0,313,
12.0,314,
12.0,315,
12.0,316,10350.0
12.0,317,
12.0,318,10306.0
12.0,319,
12.0,320,10433.0
12.0,321,10477.0
12.0,322,10345.0
12.0,323,
12.0,324,
12.0,325,10292.0
12.0,326,10335.0
12.0,327,
12.0,328,10530.0
12.0,329,
12.0,330,10429.0
12.0,331,10464.0
12.0,332,
12.0,333,
1.0,1,
1.0,2,
1.0,3,
1.0,4,10844.0
1.0,5,10814.0
1.0,6,10843.0
1.0,7,
1.0,8,10676.0
1.0,9,
1.0,10,10698.0
1.0,11,10891.0
1.0,12,10595.0
1.0,13,10763.0
1.0,14,10737.0
1.0,15,10691.0
1.0,16,10645.0
1.0,17,10886.0
1.0,18,10880.0
1.0,19,10751.0
1.0,20,10598.0
1.0,21,10690.0
1.0,22,10802.0
1.0,23,10881.0
1.0,24,10801.0
1.0,25,10781.0
1.0,26,10663.0
1.0,27,10632.0
1.0,28,10640.0
2.0,29,10885.0
2.0,30,10656.0
2.0,31,10847.0
2.0,32,10648.0
2.0,33,10788.0
2.0,34,10738.0
2.0,35,10600.0
2.0,36,10808.0
2.0,37,10681.0
2.0,38,10779.0
2.0,39,10723.0
2.0,40,
2.0,41,10876.0
2.0,42,10623.0
2.0,43,10630.0
2.0,44,10849.0
2.0,45,10830.0
2.0,46,10752.0
2.0,47,10794.0
2.0,48,10822.0
2.0,49,10821.0
2.0,50,10734.0
2.0,51,10851.0
2.0,52,10613.0
2.0,53,10696.0
2.0,54,10895.0
2.0,55,10629.0
2.0,56,10864.0
3.0,57,10833.0
3.0,58,10616.0
3.0,59,
3.0,60,10893.0
3.0,61,10697.0
3.0,62,10726.0
3.0,63,10633.0
3.0,64,10736.0
3.0,65,10655.0
3.0,66,10805.0
3.0,67,10894.0
3.0,68,10871.0
3.0,69,10683.0
3.0,70,10774.0
3.0,71,
3.0,72,10607.0
3.0,73,10661.0
3.0,74,10641.0
3.0,75,10803.0
3.0,76,10643.0
3.0,77,10757.0
3.0,78,10710.0
3.0,79,10793.0
3.0,80,10703.0
3.0,81,10679.0
3.0,82,10605.0
3.0,83,10878.0
3.0,84,
4.0,85,10850.0
4.0,86,10634.0
4.0,87,10670.0
4.0,88,
4.0,89,10784.0
4.0,90,
4.0,91,10882.0
4.0,92,10700.0
4.0,93,10848.0
4.0,94,10862.0
4.0,95,10787.0
4.0,96,10704.0
4.0,97,10755.0
4.0,98,10829.0
4.0,99,10852.0
4.0,100,
4.0,101,10760.0
4.0,102,10625.0
4.0,103,
4.0,104,10684.0
4.0,105,10695.0
4.0,106,10753.0
4.0,107,10835.0
4.0,108,10708.0
4.0,109,10732.0
4.0,110,10590.0
4.0,111,10888.0
4.0,112,10601.0
5.0,113,10717.0
5.0,114,10735.0
5.0,115,10790.0
5.0,116,10724.0
5.0,117,
5.0,118,10596.0
5.0,119,
5.0,120,
5.0,121,10857.0
5.0,122,10711.0
5.0,123,10840.0
5.0,124,10798.0
5.0,125,
5.0,126,10750.0
5.0,127,10892.0
5.0,128,10646.0
5.0,129,
5.0,130,10672.0
5.0,131,
5.0,132,10761.0
5.0,133,10689.0
5.0,134,10626.0
5.0,135,10709.0
5.0,136,10666.0
5.0,137,10592.0
5.0,138,10854.0
5.0,139,
6.0,140,10658.0
6.0,141,10789.0
6.0,142,
6.0,143,10845.0
6.0,144,10836.0
6.0,145,10812.0
6.0,146,
6.0,147,10796.0
6.0,148,
6.0,149,
6.0,150,10842.0
6.0,151,
6.0,152,10828.0
6.0,153,10642.0
6.0,154,10744.0
6.0,155,10756.0
6.0,156,10746.0
6.0,157,
6.0,158,10635.0
6.0,159,10855.0
6.0,160,
6.0,161,10762.0
6.0,162,10817.0
6.0,163,10766.0
6.0,164,
6.0,165,10771.0
6.0,166,10841.0
6.0,167,10693.0
7.0,168,
7.0,169,
7.0,170,
7.0,171,10813.0
7.0,172,10722.0
7.0,173,
7.0,174,10718.0
7.0,175,
7.0,176,10896.0
7.0,177,10811.0
7.0,178,10743.0
7.0,179,10694.0
7.0,180,
7.0,181,
7.0,182,
7.0,183,
7.0,184,10776.0
7.0,185,10866.0
7.0,186,10675.0
7.0,187,
7.0,188,
7.0,189,
7.0,190,10806.0
7.0,191,10807.0
7.0,192,10826.0
7.0,193,10680.0
7.0,194,10825.0
7.0,195,10727.0
8.0,196,10654.0
8.0,197,10785.0
8.0,198,10730.0
8.0,199,
8.0,200,10603.0
8.0,201,10597.0
8.0,202,
8.0,203,
8.0,204,10614.0
8.0,205,
8.0,206,
8.0,207,
8.0,208,
8.0,209,10619.0
8.0,210,10800.0
8.0,211,
8.0,212,10739.0
8.0,213,10678.0
8.0,214,
8.0,215,10873.0
8.0,216,10889.0
8.0,217,
8.0,218,
8.0,219,10834.0
8.0,220,10759.0
8.0,221,
8.0,222,
8.0,223,
9.0,224,10712.0
9.0,225,
9.0,226,
9.0,227,
9.0,228,10715.0
9.0,229,
9.0,230,
9.0,231,10637.0
9.0,232,10602.0
9.0,233,
9.0,234,
9.0,235,
9.0,236,
9.0,237,
9.0,238,
9.0,239,
9.0,240,
9.0,241,
9.0,242,
9.0,243,
9.0,244,
9.0,245,10673.0
9.0,246,
9.0,247,10884.0
9.0,248,
9.0,249,
9.0,250,10832.0
9.0,251,
10.0,252,
10.0,253,
10.0,254,
10.0,255,
10.0,256,
10.0,257,10671.0
10.0,258,
10.0,259,10668.0
10.0,260,10593.0
10.0,261,
10.0,262,
10.0,263,
10.0,264,
10.0,265,10610.0
10.0,266,10846.0
10.0,267,
10.0,268,
10.0,269,
10.0,270,10769.0
10.0,271,10721.0
10.0,272,
10.0,273,10692.0
10.0,274,
10.0,275,10810.0
10.0,276,10628.0
10.0,277,
10.0,278,10714.0
10.0,279,10819.0
11.0,280,
11.0,281,
11.0,282,
11.0,283,10856.0
11.0,284,
11.0,285,10820.0
11.0,286,10786.0
11.0,287,10653.0
11.0,288,
11.0,289,10606.0
11.0,290,10674.0
11.0,291,10702.0
11.0,292,10816.0
11.0,293,
11.0,294,10699.0
11.0,295,
11.0,296,
11.0,297,
11.0,298,
11.0,299,
11.0,300,10778.0
11.0,301,
11.0,302,
11.0,303,
11.0,304,10837.0
11.0,305,
11.0,306,10868.0
11.0,307,
12.0,308,10594.0
12.0,309,
12.0,310,
12.0,311,
12.0,312,
12.0,313,
12.0,314,
12.0,315,
12.0,316,
12.0,317,
12.0,318,
12.0,319,10669.0
12.0,320,
12.0,321,
12.0,322,
12.0,323,
12.0,324,
12.0,325,10686.0
12.0,326,10823.0
12.0,327,
12.0,328,10620.0
12.0,329,
12.0,330,10872.0
12.0,331,10890.0
12.0,332,
12.0,333,
12.0,334,
12.0,335,10809.0
1.0,1,
1.0,2,
1.0,3,11062.0
1.0,4,
1.0,5,
1.0,6,
1.0,7,
1.0,8,
1.0,9,11206.0
1.0,10,10898.0
1.0,11,
1.0,12,10991.0
1.0,13,
1.0,14,11193.0
1.0,15,
1.0,16,11212.0
1.0,17,
1.0,18,10918.0
1.0,19,11189.0
1.0,20,10930.0
1.0,21,11013.0
1.0,22,11171.0
1.0,23,10929.0
1.0,24,
1.0,25,10946.0
2.0,26,11219.0
2.0,27,10958.0
2.0,28,11137.0
2.0,29,
2.0,30,
2.0,31,11188.0
2.0,32,11203.0
2.0,33,
2.0,34,10921.0
2.0,35,11114.0
2.0,36,11049.0
2.0,37,11200.0
2.0,38,11014.0
2.0,39,11165.0
2.0,40,11017.0
2.0,41,10899.0
2.0,42,10998.0
2.0,43,10963.0
2.0,44,10938.0
2.0,45,
2.0,46,10954.0
2.0,47,10932.0
2.0,48,10942.0
2.0,49,11187.0
2.0,50,10917.0
2.0,51,10990.0
2.0,52,11097.0
2.0,53,10967.0
3.0,54,11056.0
3.0,55,10908.0
3.0,56,
3.0,57,11095.0
3.0,58,11131.0
3.0,59,11036.0
3.0,60,11002.0
3.0,61,11152.0
3.0,62,
3.0,63,11215.0
3.0,64,11055.0
3.0,65,10950.0
3.0,66,11110.0
3.0,67,
3.0,68,11075.0
3.0,69,11117.0
3.0,70,11106.0
3.0,71,11170.0
3.0,72,11120.0
3.0,73,
3.0,74,11035.0
3.0,75,11041.0
3.0,76,10977.0
3.0,77,10906.0
3.0,78,10919.0
3.0,79,11085.0
3.0,80,11092.0
3.0,81,11197.0
4.0,82,11144.0
4.0,83,11164.0
4.0,84,11185.0
4.0,85,10968.0
4.0,86,10957.0
4.0,87,10901.0
4.0,88,11099.0
4.0,89,11202.0
4.0,90,
4.0,91,10928.0
4.0,92,10943.0
4.0,93,
4.0,94,11158.0
4.0,95,10972.0
4.0,96,11054.0
4.0,97,10944.0
4.0,98,11216.0
4.0,99,11180.0
4.0,100,10995.0
4.0,101,10907.0
4.0,102,11025.0
4.0,103,11007.0
4.0,104,11022.0
4.0,105,11112.0
4.0,106,
4.0,107,11209.0
4.0,108,11090.0
4.0,109,11066.0
5.0,110,11145.0
5.0,111,10962.0
5.0,112,11154.0
5.0,113,11094.0
5.0,114,10914.0
5.0,115,10947.0
5.0,116,11191.0
5.0,117,10948.0
5.0,118,
5.0,119,11026.0
5.0,120,11010.0
5.0,121,11135.0
5.0,122,11048.0
5.0,123,11169.0
5.0,124,11006.0
5.0,125,10904.0
5.0,126,11104.0
5.0,127,
5.0,128,
5.0,129,10939.0
5.0,130,11096.0
5.0,131,11172.0
5.0,132,
5.0,133,11210.0
5.0,134,11093.0
5.0,135,
5.0,136,11068.0
5.0,137,11038.0
6.0,138,10994.0
6.0,139,11129.0
6.0,140,11088.0
6.0,141,
6.0,142,11162.0
6.0,143,10961.0
6.0,144,11084.0
6.0,145,11125.0
6.0,146,10923.0
6.0,147,11030.0
6.0,148,
6.0,149,
6.0,150,11109.0
6.0,151,11196.0
6.0,152,11166.0
6.0,153,11058.0
6.0,154,
6.0,155,11028.0
6.0,156,10937.0
6.0,157,
6.0,158,11211.0
6.0,159,11119.0
6.0,160,11207.0
6.0,161,11177.0
6.0,162,11190.0
6.0,163,11199.0
6.0,164,11021.0
6.0,165,11124.0
7.0,166,
7.0,167,
7.0,168,
7.0,169,11050.0
7.0,170,
7.0,171,10999.0
7.0,172,11105.0
7.0,173,
7.0,174,11027.0
7.0,175,11065.0
7.0,176,10900.0
7.0,177,11111.0
7.0,178,10997.0
7.0,179,
7.0,180,11183.0
7.0,181,
7.0,182,
7.0,183,
7.0,184,11102.0
7.0,185,11178.0
7.0,186,
7.0,187,
7.0,188,11073.0
7.0,189,
7.0,190,10980.0
7.0,191,
7.0,192,11161.0
7.0,193,10955.0
8.0,194,11015.0
8.0,195,10981.0
8.0,196,10973.0
8.0,197,
8.0,198,
8.0,199,11204.0
8.0,200,11149.0
8.0,201,10988.0
8.0,202,11034.0
8.0,203,
8.0,204,
8.0,205,11218.0
8.0,206,10952.0
8.0,207,
8.0,208,
8.0,209,10974.0
8.0,210,
8.0,211,
8.0,212,
8.0,213,
8.0,214,
8.0,215,10933.0
8.0,216,
8.0,217,
8.0,218,
8.0,219,11072.0
8.0,220,11123.0
9.0,221,
9.0,222,
9.0,223,10969.0
9.0,224,
9.0,225,10912.0
9.0,226,10924.0
9.0,227,11003.0
9.0,228,10905.0
9.0,229,
9.0,230,11121.0
9.0,231,
9.0,232,11043.0
9.0,233,11008.0
9.0,234,11127.0
9.0,235,
9.0,236,
9.0,237,
9.0,238,11033.0
9.0,239,
9.0,240,
9.0,241,
9.0,242,10910.0
9.0,243,
9.0,244,11009.0
9.0,245,
9.0,246,11047.0
9.0,247,10978.0
9.0,248,11020.0
10.0,249,
10.0,250,
10.0,251,11132.0
10.0,252,
10.0,253,
10.0,254,10941.0
10.0,255,11128.0
10.0,256,
10.0,257,
10.0,258,
10.0,259,
10.0,260,10960.0
10.0,261,
10.0,262,10992.0
10.0,263,
10.0,264,
10.0,265,11078.0
10.0,266,
10.0,267,11176.0
10.0,268,
10.0,269,
10.0,270,
10.0,271,
10.0,272,10909.0
10.0,273,10897.0
10.0,274,
10.0,275,
10.0,276,
11.0,277,
11.0,278,
11.0,279,11061.0
11.0,280,
11.0,281,10903.0
11.0,282,
11.0,283,11181.0
11.0,284,11208.0
11.0,285,11201.0
11.0,286,
11.0,287,10940.0
11.0,288,
11.0,289,
11.0,290,
11.0,291,
11.0,292,
11.0,293,11182.0
11.0,294,11042.0
11.0,295,
11.0,296,11005.0
11.0,297,
11.0,298,11089.0
11.0,299,11045.0
11.0,300,
11.0,301,
11.0,302,
11.0,303,
11.0,304,11057.0
12.0,305,11091.0
12.0,306,10965.0
12.0,307,
12.0,308,11141.0
12.0,309,10971.0
12.0,310,10959.0
12.0,311,
12.0,312,11016.0
12.0,313,
12.0,314,11140.0
12.0,315,11023.0
12.0,316,10931.0
12.0,317,
12.0,318,
12.0,319,10916.0
12.0,320,11126.0
12.0,321,11168.0
12.0,322,11148.0
12.0,323,
12.0,324,11004.0
12.0,325,
12.0,326,
12.0,327,11000.0
12.0,328,
12.0,329,
12.0,330,
12.0,331,10966.0
1.0,1,11465.0
1.0,2,11602.0
1.0,3,11518.0
1.0,4,11303.0
1.0,5,11461.0
1.0,6,11579.0
1.0,7,11480.0
1.0,8,11311.0
1.0,9,11533.0
1.0,10,11490.0
1.0,11,11375.0
1.0,12,11377.0
1.0,13,11523.0
1.0,14,11549.0
1.0,15,11535.0
1.0,16,11478.0
1.0,17,11636.0
1.0,18,11631.0
1.0,19,11286.0
1.0,20,11524.0
1.0,21,11635.0
1.0,22,11588.0
1.0,23,11392.0
1.0,24,
1.0,25,11620.0
1.0,26,11430.0
1.0,27,11271.0
2.0,28,11326.0
2.0,29,11441.0
2.0,30,11424.0
2.0,31,11517.0
2.0,32,11433.0
2.0,33,11340.0
2.0,34,11503.0
2.0,35,11599.0
2.0,36,11594.0
2.0,37,11329.0
2.0,38,11452.0
2.0,39,11250.0
2.0,40,11306.0
2.0,41,11388.0
2.0,42,11278.0
2.0,43,11247.0
2.0,44,11343.0
2.0,45,11622.0
2.0,46,11360.0
2.0,47,11499.0
2.0,48,11275.0
2.0,49,11648.0
2.0,50,11606.0
2.0,51,11584.0
2.0,52,11544.0
2.0,53,11422.0
2.0,54,11372.0
2.0,55,11475.0
3.0,56,
3.0,57,11431.0
3.0,58,11242.0
3.0,59,11630.0
3.0,60,11300.0
3.0,61,11596.0
3.0,62,11502.0
3.0,63,11454.0
3.0,64,
3.0,65,11415.0
3.0,66,11315.0
3.0,67,11310.0
3.0,68,11532.0
3.0,69,11473.0
3.0,70,11632.0
3.0,71,11410.0
3.0,72,11307.0
3.0,73,11486.0
3.0,74,11308.0
3.0,75,11556.0
3.0,76,11334.0
3.0,77,11241.0
3.0,78,
3.0,79,11324.0
3.0,80,11637.0
3.0,81,11625.0
3.0,82,11640.0
3.0,83,11470.0
4.0,84,11647.0
4.0,85,
4.0,86,11312.0
4.0,87,11349.0
4.0,88,11616.0
4.0,89,11547.0
4.0,90,11583.0
4.0,91,
4.0,92,11239.0
4.0,93,11298.0
4.0,94,11366.0
4.0,95,11323.0
4.0,96,11609.0
4.0,97,11534.0
4.0,98,
4.0,99,11395.0
4.0,100,
4.0,101,11542.0
4.0,102,11541.0
4.0,103,11296.0
4.0,104,11589.0
4.0,105,11421.0
4.0,106,11501.0
4.0,107,11236.0
4.0,108,11393.0
4.0,109,11277.0
4.0,110,11379.0
4.0,111,11427.0
